cik,Target,Acquiror,OperatingIncomeLoss.csv,Assets.csv,ProfitLoss.csv,Liabilities.csv,NetIncomeLoss.csv,StockholdersEquity.csv,Revenues.csv,EntityPublicFloat.csv,RevenueFromContractWithCustomerExcludingAssessedTax.csv
1493976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1494319,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1494448,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3680000,#N/A,#N/A
1494538,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1494877,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1494904,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1495220,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1495231,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1495240,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1495320,0,0,4658000,373509000,#N/A,89723000,3451000,283786000,134849000,#N/A,#N/A
1495479,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,101653000,#N/A,#N/A
1495491,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1496048,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,610335000,#N/A,#N/A
1496264,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1496268,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1496454,0,0,5764000,2827692000,#N/A,1672875000,6839000,1152959000,94543000,#N/A,#N/A
1496671,0,0,#N/A,54796000,#N/A,4890000,-9520000,49906000,#N/A,#N/A,#N/A
1496712,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1497188,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1497504,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1497645,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110322000,#N/A,#N/A
1497770,0,0,#N/A,3052432000,#N/A,2437358000,36790000,610216000,178391000,#N/A,#N/A
1498021,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1498301,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,800000000,#N/A
1498542,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8127000,#N/A,#N/A
1498547,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,104511000,#N/A,#N/A
1498710,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1498828,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,278546000,#N/A,#N/A
1498864,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1499200,0,0,124000000,#N/A,#N/A,#N/A,#N/A,#N/A,483000000,0,#N/A
1499268,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1499573,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1499686,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1499832,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1499912,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1500123,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1500157,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1500217,1,1,25110000,1986933000,12408000,1148382000,8861000,809556000,76562000,#N/A,#N/A
1500435,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1500554,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1501134,0,1,-24952000,130651000,#N/A,31577000,-24848000,99074000,#N/A,#N/A,#N/A
1501258,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1501585,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1501729,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1501745,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1501756,0,0,#N/A,234583000,#N/A,18983000,-22394000,215600000,488000,#N/A,#N/A
1501972,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1501989,1,0,#N/A,199128000,#N/A,120649000,-14033000,78479000,6272000,#N/A,#N/A
1502034,1,1,-448129000,2055842000,#N/A,2150889000,-433447000,-117563000,#N/A,#N/A,#N/A
1502749,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1502756,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,506700000,#N/A,#N/A
1503518,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1503707,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1503802,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1504008,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1504167,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1504461,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1504496,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1504615,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1505413,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1505512,0,0,#N/A,100661000,#N/A,44586000,-20020000,56075000,18000,#N/A,#N/A
1506251,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1506270,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1506307,0,0,#N/A,80305000000,#N/A,45503000000,#N/A,34431000000,#N/A,#N/A,#N/A
1506401,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1506492,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1506928,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4679000,#N/A,#N/A
1507277,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1507385,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,327281000,#N/A,#N/A
1507563,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1507605,0,0,#N/A,18288435,#N/A,27575577,#N/A,-9287142,#N/A,#N/A,#N/A
1507615,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1507881,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1507934,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1507957,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1507986,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1508171,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1508381,0,0,#N/A,29316021,#N/A,5001677,#N/A,24314344,#N/A,#N/A,#N/A
1509190,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1509228,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1509261,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35448145,#N/A
1509432,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81802000,#N/A,#N/A
1509470,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1509570,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1509589,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1509892,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1509991,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,210917000,#N/A,#N/A
1510247,0,0,#N/A,3453,#N/A,667347,#N/A,-663894,#N/A,#N/A,#N/A
1510295,0,1,553000000,44413000000,289000000,23210000000,227000000,13557000000,17155000000,#N/A,#N/A
1510580,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4907000,#N/A,#N/A
1510872,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1510873,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1510874,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1510890,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1510964,0,0,#N/A,18592162,#N/A,5384013,#N/A,13208000,#N/A,#N/A,#N/A
1511161,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1511198,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1511337,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,271453000,#N/A,#N/A
1512077,0,0,-87683000,1099435000,-91714000,800438000,#N/A,298997000,#N/A,#N/A,#N/A
1512138,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1512499,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1512673,0,0,#N/A,1211362000,#N/A,635209000,#N/A,576153000,#N/A,#N/A,#N/A
1512762,0,0,#N/A,178485000,-75944000,159131000,-75921000,20527000,#N/A,#N/A,#N/A
1512886,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1512931,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1513161,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1513761,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1125137000,#N/A,#N/A
1513818,0,0,-22491000,205570000,#N/A,54503000,-22132000,151068000,#N/A,#N/A,#N/A
1513856,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1513965,0,1,-21617000,2349321000,#N/A,1430074000,-21236000,#N/A,175872000,#N/A,#N/A
1514226,0,0,#N/A,676537000,#N/A,938474000,#N/A,-267392000,#N/A,#N/A,#N/A
1514242,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1514281,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1514705,0,1,#N/A,2120900000,31500000,1481000000,17000000,311100000,#N/A,#N/A,#N/A
1514732,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1514773,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1514991,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1515156,0,0,-5262000,107296000,#N/A,31131000,75830000,76165000,3604000,#N/A,#N/A
1515353,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1515673,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1515816,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1515980,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1516479,0,0,#N/A,356136000,#N/A,86547000,-3652000,269589000,#N/A,#N/A,#N/A
1516551,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1517007,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1517022,0,1,-38044000,300216000,#N/A,232096000,-37862000,68120000,#N/A,#N/A,#N/A
1517134,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1517175,0,0,22404000,633538000,#N/A,439778000,9142000,193760000,#N/A,#N/A,#N/A
1517228,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1517302,0,0,58587000,936166000,#N/A,818452000,19299000,131711000,181481000,#N/A,#N/A
1517393,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1518222,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,113583000,#N/A,#N/A
1518339,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1518505,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1518587,0,0,#N/A,2389900000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1518621,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1518832,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18000000,#N/A,#N/A
1519061,0,0,111300000,2421300000,#N/A,#N/A,78500000,#N/A,#N/A,#N/A,#N/A
1519120,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1519401,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64021000,#N/A,#N/A
1519751,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1520006,0,0,#N/A,1464665000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1520048,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1520108,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1520262,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1520566,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,789000000,#N/A,#N/A
1520697,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1520744,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1521036,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1521168,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1521332,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1521466,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1521762,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1521847,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1521951,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1522182,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1522412,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1522717,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1522727,1,0,#N/A,1472412000,#N/A,#N/A,3269000,#N/A,#N/A,#N/A,#N/A
1522767,0,0,#N/A,8563101,#N/A,9114542,#N/A,-551442,#N/A,#N/A,#N/A
1523404,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,142895000,#N/A,#N/A
1523526,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1524025,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1524223,0,0,21773000,220599000,18541000,86121000,1993000,162912000,#N/A,#N/A,#N/A
1524358,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,622000000,#N/A,#N/A
1524471,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1524472,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1524607,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1524741,0,0,-6399000,2073220000,#N/A,799930000,-6942000,1273290000,#N/A,#N/A,#N/A
1524931,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1525221,0,0,-1421000,955173000,-5648000,482535000,#N/A,#N/A,56289000,#N/A,#N/A
1525287,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1525759,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1525769,0,0,#N/A,1052733000,#N/A,#N/A,27367000,#N/A,#N/A,#N/A,#N/A
1525998,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1526113,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52773000,#N/A,#N/A
1526119,0,0,-11800000,83629000,#N/A,11332000,-11655000,72297000,#N/A,#N/A,#N/A
1526160,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1526520,0,0,10000000,2238000000,#N/A,736000000,1000000,1502000000,316000000,#N/A,#N/A
1526689,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2405894,#N/A
1526796,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1527166,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,575900000,#N/A,#N/A
1527190,0,0,72300000,788500000,#N/A,1045400000,59700000,-256900000,142500000,0,#N/A
1527299,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1527349,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1527469,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1066000000,#N/A,#N/A
1527599,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,111000,#N/A,#N/A
1527622,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1527705,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1527709,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11404000,#N/A,#N/A
1528059,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1528061,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A
1528103,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1528129,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1528356,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1528393,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1528396,0,0,8205000,#N/A,3974000,#N/A,#N/A,#N/A,115621000,1800000000,#N/A
1528557,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1528837,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1528843,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1528849,0,0,#N/A,2192520000,#N/A,1272651000,9436000,923829000,#N/A,#N/A,#N/A
1528985,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1529197,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1529377,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12610000,#N/A,#N/A
1529608,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1529864,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202438000,#N/A,#N/A
1530721,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1530766,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1530804,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1531190,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1531744,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1532063,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24863300000,#N/A,#N/A
1532288,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67761000,#N/A,#N/A
1532543,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1532750,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31753000,#N/A,#N/A
1532882,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1532930,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1533040,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1533106,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1533218,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1533454,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1533526,0,0,#N/A,582600000,7900000,487400000,7700000,90800000,#N/A,#N/A,#N/A
1533705,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1533840,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1533924,1,1,10673000,760939000,9930000,#N/A,9930000,561814000,48525000,#N/A,#N/A
1533932,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,955132000,#N/A,#N/A
1533998,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1534120,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6800000,#N/A
1534287,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,631461,#N/A,#N/A
1534504,0,0,139827000,7621927000,71762000,5051243000,54558000,2025044000,#N/A,#N/A,#N/A
1534525,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1534675,0,0,#N/A,394730000,2928000,281165000,2928000,113565000,80275000,#N/A,#N/A
1534701,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1534992,0,0,3239000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1535031,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1535778,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1535929,1,0,#N/A,2.14585E+11,-375000000,2.00617E+11,-417000000,12995000000,2324000000,#N/A,#N/A
1535955,0,0,-3015090,27342970,#N/A,1326169,-2966467,26016801,#N/A,#N/A,#N/A
1536577,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18251000,#N/A,#N/A
1536694,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1536720,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1537028,0,0,-9687000,302107000,#N/A,44855000,-10375000,257252000,17988000,#N/A,#N/A
1537054,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1537169,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1537435,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1537528,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1537561,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A
1537667,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1537917,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1538184,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1538267,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1538329,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1538822,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1538849,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,501472000,#N/A,#N/A
1538990,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,102141000,#N/A,#N/A
1539838,0,1,87079000,5349680000,28440000,1331388000,25598000,3697462000,#N/A,#N/A,#N/A
1539892,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1540047,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1540400,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1540779,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1540947,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1540960,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1541157,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1541287,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1541401,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,178807000,#N/A,#N/A
