,source,target,weight
8076,2635,2716,1.56
8077,2635,2784,0.279552
8078,2635,3000,1.7472
8079,2635,3037,0.4992
8080,2635,3657,0.279552
8081,2635,3723,0.32
8082,2635,4158,0.8
8083,2635,4293,1.56
8084,2636,233,3.12
8085,2636,1011,1.72
8086,2636,1685,3.12
8087,2636,1738,1.72
8088,2636,1871,1.15255296
8089,2637,1782,3.9936
8090,2637,1872,1.16
8091,2637,3124,2.96
8092,2637,3167,3.12
8093,2637,4023,3.12
8094,2638,238,3.12
8095,2638,1296,2.96
8096,2638,2505,2.4
8097,2638,2631,3.12
8098,2638,2639,25.18199951
8099,2638,3274,3.12
8100,2638,4282,1.56
8101,2639,238,3.12
8102,2639,1296,2.96
8103,2639,2505,2.4
8104,2639,2631,3.12
8105,2639,3274,3.12
8106,2639,4282,1.56
8107,2640,2354,1.12
8108,2640,2934,0.72
8109,2642,2714,1.16
8110,2642,3203,2.56
8111,2643,74,3.12
8112,2643,2544,2.96
8113,2644,3469,0.72
8114,2644,3515,0.72
8115,2644,3595,1.12
8116,2644,3620,1.12
8117,2644,3681,2.12
8118,2644,3801,2.12
8119,2644,3967,2.12
8120,2644,4010,2.12
8121,2644,4174,1.96
8122,2644,4203,1.96
8123,2644,4266,1.56
8124,2644,4269,1.56
8125,2644,4294,1.56
8126,2644,4309,1.56
8127,2645,2013,0.2496
8128,2645,2364,0.0896
8129,2645,2411,0.0896
8130,2645,2585,0.72
8131,2645,2595,0.0896
8132,2645,2632,0.0896
8133,2645,2681,0.0896
8134,2645,2776,0.0896
8135,2645,2783,0.32
8136,2645,2887,0.0896
8137,2645,2888,0.0896
8138,2645,2985,0.72
8139,2645,3061,0.2496
8140,2645,3062,0.0896
8141,2645,3275,0.2496
8142,2645,3293,1.72
8143,2645,3744,1.004096
8144,2645,4288,1.16
8145,2646,3248,1.56
8146,2646,3326,1.56
8147,2646,3921,0.72
8148,2647,1991,3.12
8149,2648,1685,3.12
8150,2649,944,1.96
8151,2650,1214,2.4
8152,2651,2988,3.12
8153,2651,4240,1.16
8154,2652,2734,0.8
8155,2654,1567,0.72
8156,2654,2811,2.12
8157,2657,74,3.12
8158,2657,408,3.12
8159,2658,687,0.96
8160,2661,2447,3.519839164
8161,2663,167,3.12
8162,2664,56,1.16
8163,2664,1775,0.32
8164,2664,2926,1.72
8165,2664,3904,1.72
8166,2666,593,2.12
8167,2666,2487,1.56
8168,2668,2159,1.56
8169,2668,2912,0.72
8170,2668,4273,1.16
8171,2669,200,0.32
8172,2669,620,0.32
8173,2669,700,1.72
8174,2669,2262,1.72
8175,2669,2883,1.56
8176,2670,2500,4.3936
8177,2670,3813,4.3936
8178,2671,258,3.12
8179,2671,489,3.12
8180,2671,506,3.12
8181,2671,1344,2.12
8182,2671,2120,2.96
8183,2671,2679,3.12
8184,2671,2884,2.476522735
8185,2671,2919,0.72
8186,2672,581,3.12
8187,2672,870,2.56
8188,2672,1157,2.56
8189,2672,1240,6.230016
8190,2672,2538,2.8336
8191,2672,2590,1.72
8192,2672,2596,3.12
8193,2672,3083,4.8672
8194,2672,3235,1.56
8195,2672,3668,25.18199951
8196,2672,3730,6.619392
8197,2672,4035,2.725632
8198,2672,4078,2.96
8199,2672,4272,1.8736
8200,2673,2782,2
8201,2674,738,2.12
8202,2674,3204,1.12
8203,2675,446,1.72
8204,2675,516,2.4
8205,2675,700,3.12
8206,2675,1966,2.56
8207,2675,2473,2.56
8208,2676,1346,1.96
8209,2676,4255,2.56
8210,2677,1156,1.56
8211,2677,1819,1.96
8212,2677,2266,1.8
8213,2678,234,1.12
8214,2678,2103,1.72
8215,2679,816,3.12
8216,2679,1110,2.56
8217,2679,2883,3.12
8218,2679,2884,3.12
8219,2680,2852,0.32
8220,2681,2013,0.2515968
8221,2681,2364,0.0114688
8222,2681,2411,0.0114688
8223,2681,2595,0.0114688
8224,2681,2632,0.0114688
8225,2681,2776,0.0114688
8226,2681,2887,0.0114688
8227,2681,2888,0.0114688
8228,2681,3061,0.2515968
8229,2681,3062,0.0114688
8230,2681,3744,1.03584
8231,2682,3214,3.12
8232,2684,1477,3.12
8233,2684,2811,2.96
8234,2685,346,2.12
8235,2685,1407,2.12
8236,2686,3180,3.12
8237,2686,3939,1.96
8238,2690,1102,1.56
8239,2691,3297,2
8240,2692,2210,3.12
8241,2692,3128,3.12
8242,2695,1965,1.12
8243,2695,2311,2.8
8244,2695,2769,3.12
8245,2695,2989,1.56
8246,2695,3002,1.96
8247,2695,3438,2
8248,2695,4227,1.4
8249,2696,1110,4.8672
8250,2696,1945,2
8251,2696,2237,3.3072
8252,2697,1357,1.56
8253,2697,2980,2.8
8254,2697,3006,1.8
8255,2697,3240,2.96
8256,2697,3324,11.80631245
8257,2699,796,2.12
8258,2699,1648,3.12
8259,2699,1742,2.12
8260,2699,1799,3.12
8261,2700,2474,2.96
8262,2701,585,0.32
8263,2701,895,1.56
8264,2701,1234,0.72
8265,2701,1468,1.56
8266,2701,1815,2.12
8267,2701,1818,1.12
8268,2701,2022,2.12
8269,2701,2064,1.12
8270,2701,2302,1.12
8271,2702,2353,2.8
8272,2702,2671,0.72
8273,2702,2871,0.72
8274,2702,2884,0.72
8275,2702,2919,8.95E-06
8276,2702,3012,0.72
8277,2702,3015,0.0512
8278,2702,3177,2.8
8279,2702,3430,2.96
8280,2702,3619,2.4
8281,2703,1038,1.72
8282,2703,3784,1.56
8283,2704,90,3.12
8284,2704,2181,3.12
8285,2704,4038,2.4
8286,2705,3683,3.12
8287,2706,1817,3.9936
8288,2706,3128,3.12
8289,2707,1346,1.8
8290,2707,4254,2
8291,2708,496,2.12
8292,2710,2712,2.12
8293,2711,2628,3.12
8294,2711,3511,3.92
8295,2712,657,3.12
8296,2712,796,3.12
8297,2712,1266,3.12
8298,2713,946,0.32
8299,2713,1001,0.32
8300,2714,535,2.12
8301,2714,3203,1.72
8302,2715,271,0.32
8303,2715,711,1.16
8304,2715,2724,1.72
8305,2715,3928,0.56
8306,2716,206,0.114169521
8307,2716,299,2.12
8308,2716,370,1.16
8309,2716,872,0.72
8310,2716,986,1.12
8311,2716,1212,2.56
8312,2716,1636,2.56
8313,2716,1693,2.12
8314,2716,1702,0.72
8315,2716,1987,1.16
8316,2716,2135,2.56
8317,2716,2534,1.4
8318,2716,2724,1.12
8319,2716,2784,1.56
8320,2716,3030,2.12
8321,2716,3037,2
8322,2716,4293,2
8323,2717,3376,1.72
8324,2717,3508,0.32
8325,2718,1635,1.72
8326,2718,1676,1.72
8327,2718,4201,2.56
8328,2719,798,2.96
8329,2720,627,1.72
8330,2721,697,2.12
8331,2721,2100,1.72
8332,2721,2770,3.3072
8333,2721,2815,1.12
8334,2721,3124,2.56
8335,2721,3215,1.56
8336,2721,3932,3.12
8337,2722,515,0.32
8338,2722,2851,0.32
8339,2723,4033,2.56
8340,2724,206,1.12
8341,2724,299,2.12
8342,2724,453,2.8
8343,2724,927,2.4
8344,2724,1212,1.72
8345,2725,1093,2.4
8346,2725,2848,0.32
8347,2725,3206,2.96
8348,2725,3877,1.72
8349,2726,151,3.12
8350,2726,3800,1.922816
8351,2728,2045,2.12
8352,2728,3932,2.72
8353,2729,2736,1.72
8354,2732,3597,1.56
8355,2737,510,0.72
8356,2737,2304,0.96
8357,2738,3134,1.12
8358,2739,773,3.12
8359,2739,1151,1.72
8360,2740,2551,3.12
8361,2740,3077,2.72
8362,2740,3827,2.0592
8363,2741,842,1.16
8364,2741,1520,1.12
8365,2742,3842,3.12
8366,2742,4012,1.72
8367,2743,628,8.59E-07
8368,2743,772,2.4592
8369,2743,1447,1.72
8370,2743,3087,2.4592
8371,2743,3805,3.597428931
8372,2743,3915,1.16
8373,2744,2647,2.8
8374,2744,2973,2.8
8375,2745,1485,1.96
8376,2745,1939,1.4
8377,2745,3859,0.8
8378,2745,4098,1.8
8379,2745,4179,1.8
8380,2746,200,0.32
8381,2746,620,0.32
8382,2746,700,1.72
8383,2746,2262,1.72
8384,2746,2406,0.0512
8385,2746,2669,0.32
8386,2746,2883,1.56
8387,2747,1766,0.96
8388,2747,3669,2.12
8389,2748,1326,2.56
8390,2748,1473,2.56
8391,2748,3141,1.16
8392,2748,3981,2.4
8393,2749,620,2.96
8394,2749,1807,2.96
8395,2749,2631,1.56
8396,2750,982,2.8
8397,2750,1219,2.96
8398,2750,2322,1.56
8399,2750,2465,1.96
8400,2750,2971,2.96
8401,2750,4100,2
8402,2751,133,2.12
8403,2751,1002,0.72
8404,2751,2509,1.56
8405,2752,230,3.12
8406,2752,333,2.56
8407,2752,362,2.56
8408,2752,2061,0.288
8409,2752,2804,3.12
8410,2752,3493,2.12
8411,2753,3097,0.32
8412,2754,2075,1.16
8413,2756,504,1.56
8414,2756,2428,2.4
8415,2756,3142,2.8
8416,2756,3317,2.4
8417,2756,3325,2.96
8418,2757,1285,3.12
8419,2758,405,3.12
8420,2758,3372,3.12
8421,2759,623,2.56
8422,2759,1686,1.16
8423,2759,1687,1.16
8424,2759,2011,2.56
8425,2760,2044,0.32
8426,2760,3054,5.37E-06
8427,2760,3102,0.32
8428,2761,2196,2.56
8429,2761,2312,3.12
8430,2761,2772,3.12
8431,2762,1874,1.72
8432,2762,2163,0.72
8433,2763,2680,1.32
8434,2763,4233,2
8435,2764,188,1.96
8436,2764,2721,1.56
8437,2765,818,3.12
8438,2765,1821,3.12
8439,2765,3424,1.96
8440,2768,272,3.12
8441,2768,2334,1.72
8442,2769,2205,3.12
8443,2769,2736,1.72
8444,2769,3241,1.16
8445,2770,479,3.12
8446,2770,3215,3.4336
8447,2770,3299,2.12
8448,2770,3932,3.12
8449,2771,2412,2.4592
8450,2772,1057,3.12
8451,2772,1347,2.56
8452,2773,190,1.72
8453,2773,242,1.72
8454,2774,1216,1.72
8455,2774,1346,1.72
8456,2775,2206,1.72
8457,2776,2013,0.2515968
8458,2776,2411,0.0114688
8459,2776,2595,0.0114688
8460,2776,2632,0.0114688
8461,2776,3061,0.2515968
8462,2776,3062,0.0114688
8463,2776,3744,1.03584
8464,2777,3181,2.12
8465,2778,1239,2.56
8466,2783,3744,1.16
8467,2784,3037,0.583129498
8468,2785,335,0.034541897
8469,2785,2340,0.96
8470,2785,2554,1.12
8471,2785,2938,0.019343462
8472,2786,1265,1.72
8473,2787,578,2.12
8474,2787,1122,1.398656
8475,2787,1720,1.12
8476,2787,2140,2.12
8477,2788,2715,1.72
8478,2788,3510,3.12
8479,2789,579,1.96
8480,2789,1149,0.8
8481,2789,2159,1.8
8482,2789,2969,0.96
8483,2789,3495,0.423138238
8484,2790,4,1.56
8485,2790,341,2.96
8486,2790,478,3.12
8487,2790,599,1.96
8488,2790,1159,2.8
8489,2790,1282,2.4
8490,2790,1582,2.8
8491,2790,1739,2.96
8492,2790,1883,1.72
8493,2790,1903,2.96
8494,2790,2015,0.56
8495,2790,2731,3.12
8496,2790,2838,0.4032
8497,2790,3028,0.56
8498,2790,4289,1.16
8499,2791,1422,0.8
8500,2791,1828,0.32
8501,2791,2127,0.32
8502,2791,3148,0.32
8503,2791,3560,0.8
8504,2791,4204,0.8
8505,2792,3505,1.9222784
8506,2792,3557,7.592832
8507,2793,144,4.8672
8508,2793,1551,3.12
8509,2793,3180,1.56
8510,2794,3170,3.12
8511,2794,3408,3.12
8512,2794,3909,2.96
8513,2795,65,3.12
8514,2795,178,1.96
8515,2795,657,2.96
8516,2795,942,3.12
8517,2795,1227,2.96
8518,2795,1374,2.96
8519,2795,2037,2.56
8520,2795,2078,2.56
8521,2795,2334,3.12
8522,2795,3015,2.7472
8523,2796,565,3.12
8524,2796,2041,1.96
8525,2796,2692,1.72
8526,2796,2845,56.3482421
8527,2796,2854,2.12
8528,2796,3128,1.72
8529,2796,3870,3.12
8530,2797,12,0.62749696
8531,2797,2813,0.098459648
8532,2798,2013,0.2515968
8533,2798,2189,0.0114688
8534,2798,2364,0.0114688
8535,2798,2411,0.0114688
8536,2798,2595,0.0114688
8537,2798,2632,0.0114688
8538,2798,2645,0.0896
8539,2798,2681,0.0114688
8540,2798,2776,0.0114688
8541,2798,2887,0.0114688
8542,2798,2888,0.0114688
8543,2798,3061,0.2515968
8544,2798,3062,0.0114688
8545,2798,3275,0.2515968
8546,2798,3744,1.03584
8547,2799,1322,2.56
8548,2799,1409,2.56
8549,2799,2358,3.12
8550,2800,344,2.12
8551,2800,454,2.56
8552,2800,1047,3.12
8553,2800,2063,3.972032
8554,2800,2065,2.12
8555,2800,4311,2.56
8556,2800,4312,2
8557,2801,2592,3.12
8558,2801,3458,1.96
8559,2801,3808,3.12
8560,2801,3871,3.12
8561,2801,4016,1.72
8562,2801,4017,1.72
8563,2801,4019,3.12
8564,2802,22,3.12
8565,2802,796,3.12
8566,2802,1209,3.12
8567,2802,1558,2.96
8568,2803,368,0.32
8569,2803,476,0.32
8570,2803,841,0.72
8571,2803,940,1.16
8572,2804,141,2.96
8573,2804,479,3.12
8574,2804,768,1.96
8575,2804,1291,3.12
8576,2804,2535,2.96
8577,2806,1289,1.72
8578,2807,2777,3.12
8579,2807,3981,0.72
8580,2808,3470,0.32
8581,2808,3522,0.32
8582,2808,3815,0.32
8583,2808,3816,0.32
8584,2808,3879,0.32
8585,2810,1843,1.72
8586,2811,637,2.56
8587,2811,4210,2.96
8588,2817,3181,2.12
8589,2819,1294,2.56
8590,2819,1717,2.56
8591,2819,2198,1.72
8592,2819,2211,1.32
8593,2819,2276,1.72
8594,2819,2419,1.16
8595,2819,2468,2.56
8596,2819,2835,3.5936
8597,2819,3578,1.72
8598,2819,3757,1.56
8599,2820,1200,2.96
8600,2820,2727,2.96
8601,2821,67,1.72
8602,2821,410,3.12
8603,2821,807,1.56
8604,2821,921,1.56
8605,2821,1475,2.4
8606,2822,58,1.56
8607,2822,177,0.32
8608,2822,427,1.72
8609,2822,465,1.16
8610,2822,784,0.32
8611,2822,986,1.16
8612,2822,1122,1.56
8613,2822,1219,1.72
8614,2822,1555,1.72
8615,2822,1901,1.72
8616,2822,1997,1.72
8617,2822,3612,1.16
8618,2822,3961,1.72
8619,2823,791,1.96
8620,2823,2114,1.12
8621,2823,2206,2.12
8622,2823,2617,1.56
8623,2823,2729,0.72
8624,2823,2736,2.12
8625,2823,3049,2.12
8626,2823,3095,1.56
8627,2823,3120,1.56
8628,2823,3139,1.56
8629,2823,3940,1.96
8630,2823,4011,1.96
8631,2823,4055,2.12
8632,2824,602,2.12
8633,2824,1123,2.4530688
8634,2824,2578,1.72
8635,2824,2789,2.96
8636,2824,2898,3.12
8637,2824,3495,2.96
8638,2825,437,3.12
8639,2825,484,2.96
8640,2825,2615,1.72
8641,2825,4000,3.12
8642,2826,3464,1.72
8643,2826,3596,1.72
8644,2827,827,2.12
8645,2828,1816,2
8646,2829,1299,2.56
8647,2829,2973,3.92
8648,2830,2333,2.96
8649,2831,239,3.12
8650,2831,1458,3.12
8651,2831,2339,1.56
8652,2831,2988,2.56
8653,2831,3579,2.56
8654,2831,3799,3.12
8655,2832,585,1.16
8656,2832,725,2
8657,2832,1977,2.8
8658,2832,2556,2.4
8659,2832,4039,1.8
8660,2833,1773,1.72
8661,2833,2311,1.56
8662,2833,2807,1.72
8663,2833,3051,1.72
8664,2833,3060,0.32
8665,2833,3206,1.56
8666,2833,3312,1.56
8667,2833,4024,1.56
8668,2834,2922,3.12
8669,2835,1296,2.56
8670,2835,2198,2.12
8671,2835,2211,2.4592
8672,2835,2468,4.368
8673,2837,149,2.72
8674,2837,1366,1.72
8675,2838,538,0.32
8676,2839,736,3.12
8677,2839,1840,2.56
8678,2839,3561,1.96
8679,2840,3284,3.12
8680,2840,3630,4.8672
8681,2842,3812,3.12
8682,2843,238,2.4
8683,2843,2011,1.72
8684,2843,2156,1.16
8685,2843,2160,3.12
8686,2843,2732,0.165494784
8687,2843,3290,2.96
8688,2843,3518,1.72
8689,2843,3597,1.56
8690,2843,4104,2.8
8691,2843,4167,1.536744858
8692,2844,3327,0.72
8693,2844,3918,2.12
8694,2845,1470,2.12
8695,2845,3064,1.72
8696,2845,3740,3.12
8697,2845,3870,2.56
8698,2846,404,3.12
8699,2846,2814,1.72
8700,2848,3036,1.72
8701,2848,3877,1.72
8702,2850,3032,0.32
8703,2856,2163,1.12
8704,2857,2653,0.8
8705,2858,1400,2.4
8706,2858,2770,3.12
8707,2858,4131,2.8
8708,2859,159,3.12
8709,2859,758,3.12
8710,2859,804,3.12
8711,2859,1012,4.8672
8712,2859,1289,3.12
8713,2859,3044,3.12
8714,2859,3626,2.12
8715,2859,3686,2.56
8716,2859,4003,3.12
8717,2860,1428,2.32
8718,2860,2433,2.32
8719,2861,271,1.72
8720,2861,403,1.56
8721,2861,507,1.16
8722,2861,1171,1.72
8723,2861,1543,1.72
8724,2861,1702,1.72
8725,2861,1989,1.72
8726,2861,2715,0.32
8727,2861,2898,1.72
8728,2862,1862,1.96
8729,2862,3296,2.96
8730,2863,151,3.12
8731,2863,410,3.12
8732,2863,1355,2.96
8733,2863,2465,2.56
8734,2863,2750,1.4
8735,2863,3263,1.72
8736,2863,3861,2.4336
8737,2863,4142,2.12
8738,2863,4293,2.56
8739,2863,4313,2.56
8740,2864,37,1.56
8741,2864,331,2.12
8742,2864,1013,1.72
8743,2864,1400,1.72
8744,2864,2322,2.12
8745,2864,2627,1.72
8746,2864,3671,2.96
8747,2864,3789,3.12
8748,2865,1893,1.72
8749,2865,2492,1.56
8750,2866,2031,3.12
8751,2866,4310,1.8736
8752,2867,420,1.16
8753,2867,618,1.72
8754,2867,918,0.32
8755,2867,1083,0.32
8756,2867,1553,1.72
8757,2867,2243,1.72
8758,2867,2307,0.32
8759,2867,3030,1.5856
8760,2867,3295,1.16
8761,2867,3444,0.72
8762,2868,2814,2.16
8763,2868,3443,1.32
8764,2869,3919,2.56
8765,2870,104,2
8766,2871,65,1.1872
8767,2871,2919,0.72
8768,2871,2925,1.1872
8769,2871,3012,0.000333879
8770,2871,3015,0.72
8771,2872,3037,3.12
8772,2873,962,1.72
8773,2873,1438,3.12
8774,2873,2767,0.72
8775,2874,1922,2.12
8776,2874,3795,1.12
8777,2874,4296,1.56
8778,2875,518,3.12
8779,2876,1916,3.12
8780,2877,1204,3.12
8781,2877,1592,3.12
8782,2877,1818,3.12
8783,2877,3936,3.12
8784,2878,3633,2.12
8785,2879,3298,3.12
8786,2880,1743,2.96
8787,2880,2166,1.12
8788,2880,2201,2.8
8789,2880,2622,1.56
8790,2880,4025,1.56
8791,2880,4026,1.56
8792,2880,4143,2.184
8793,2881,1554,3.12
8794,2882,25,3.12
8795,2882,1525,1.56
8796,2883,700,2.96
8797,2883,966,2
8798,2883,2474,3.12
8799,2883,2773,3.12
8800,2883,3593,1.72
8801,2883,3740,1.72
8802,2884,489,3.12
8803,2885,3335,1.12
8804,2886,3151,0.32
8805,2887,2013,0.2515968
8806,2887,2411,0.0114688
8807,2887,2595,0.0114688
8808,2887,2632,0.0114688
8809,2887,2776,0.0114688
8810,2887,2888,0.0114688
8811,2887,3061,0.2515968
8812,2887,3062,0.0114688
8813,2887,3744,1.03584
8814,2888,2013,0.2515968
8815,2888,2411,0.0114688
8816,2888,2595,0.0114688
8817,2888,2632,0.0114688
8818,2888,2776,0.0114688
8819,2888,3061,0.2515968
8820,2888,3062,0.0114688
8821,2888,3744,1.03584
8822,2889,4181,0.8
8823,2890,230,2.56
8824,2890,410,3.12
8825,2890,690,13.36277372
8826,2890,705,3.12
8827,2890,780,0.72
8828,2890,2592,11.84481792
8829,2890,2606,0.72
8830,2890,2607,0.72
8831,2890,3152,13.36277372
8832,2890,3195,1.96
8833,2890,3234,3.12
8834,2890,3386,2.12
8835,2890,3537,2.56
8836,2890,4173,2.56
8837,2891,155,3.12
8838,2891,210,3.12
8839,2891,436,3.12
8840,2891,505,2.96
8841,2891,519,2.56
8842,2891,1014,3.12
8843,2891,1184,2.12
8844,2891,1625,3.12
8845,2891,2499,1.72
8846,2891,3264,3.12
8847,2891,3449,3.12
8848,2891,3468,2.12
8849,2892,352,1.72
8850,2892,399,2.12
8851,2892,532,2.12
8852,2892,1321,3.12
8853,2892,1416,3.12
8854,2893,1949,2.96
8855,2894,310,2.96
8856,2894,1258,0.32
8857,2894,2698,1.72
8858,2894,3046,3.12
8859,2894,3256,1.72
8860,2894,3407,3.12
8861,2894,3492,2.12
8862,2895,1367,1.16
8863,2895,2003,0.8
8864,2895,2750,2.8
8865,2895,3123,1.4
8866,2896,1053,3.12
8867,2896,1134,2.12
8868,2896,2932,1.72
8869,2896,2961,2.12
8870,2896,3143,2.96
8871,2896,3637,3.12
8872,2896,3844,3.12
8873,2897,1071,3.12
8874,2897,1281,3.12
8875,2897,1542,3.12
8876,2897,1982,2.3696
8877,2897,2292,3.12
8878,2897,3373,3.12
8879,2897,3489,2.12
8880,2898,94,2.96
8881,2898,309,2.96
8882,2898,796,1.72
8883,2898,1724,1.96
8884,2898,2535,2.12
8885,2898,2578,1.72
8886,2898,2694,2.96
8887,2898,3295,3.12
8888,2899,3022,0.32
8889,2900,2359,2
8890,2901,299,1.56
8891,2901,540,3.52E-09
8892,2901,686,2.2096
8893,2901,2069,1.9856
8894,2901,2855,0.32
8895,2901,3234,1.72
8896,2901,3933,1.56
8897,2901,4268,1.16
8898,2902,359,3.12
8899,2902,2186,3.12
8900,2902,4070,0.32
8901,2903,2076,0.8
8902,2904,1487,3.12
8903,2904,2577,1.72
8904,2904,4096,2.12
8905,2905,3203,2.12
8906,2906,22,3.12
8907,2906,267,2.96
8908,2906,336,3.12
8909,2906,512,1.72
8910,2906,778,2.96
8911,2906,966,1.72
8912,2906,1200,3.12
8913,2906,1402,3.12
8914,2906,1502,3.12
8915,2906,1681,1.72
8916,2906,3087,2.56
8917,2906,4136,2.96
8918,2907,439,2.56
8919,2907,617,2.56
8920,2907,1368,3.12
8921,2907,1423,1.72
8922,2907,1966,2.56
8923,2907,3549,3.12
8924,2907,3971,2.56
8925,2908,752,0.32
8926,2909,606,2.96
8927,2909,2353,1.56
8928,2910,2044,0.32
8929,2910,2755,0.32
8930,2910,2760,0.32
8931,2910,3054,0.32
8932,2910,3102,0.32
8933,2911,839,3.12
8934,2912,652,3.12
8935,2912,866,2.56
8936,2912,2159,1.96
8937,2912,3545,3.12
8938,2912,3628,2.56
8939,2912,3678,2.56
8940,2912,4273,1.56
8941,2913,1151,2.96
8942,2913,1240,2.96
8943,2914,3630,2
8944,2915,2626,3.12
8945,2915,2777,3.3072
8946,2915,4227,2.56
8947,2916,3151,2.12
8948,2918,2202,3.12
8949,2919,2353,2.8
8950,2919,2884,0.72
8951,2919,3012,0.72
8952,2919,3015,0.0512
8953,2919,3177,2.8
8954,2919,3430,2.96
8955,2919,3619,2.4
8956,2920,2398,0.96
8957,2920,3025,1.12
8958,2922,207,0.32
8959,2922,1107,3.12
8960,2922,3055,3.12
8961,2922,3637,3.12
8962,2922,4210,1.56
8963,2923,1814,2.56
8964,2923,2066,1.56
8965,2924,541,2
8966,2925,65,4.25198592
8967,2925,921,1.72
8968,2925,1111,3.12
8969,2925,1373,1.16
8970,2925,1379,3.12
8971,2925,2255,1.72
8972,2925,3567,2.12
8973,2925,4136,2.96
8974,2926,365,3.3072
8975,2926,2288,1.72
8976,2926,3297,1.56
8977,2926,4312,1.56
8978,2927,1650,0.72
8979,2927,1876,1.72
8980,2927,1921,1.72
8981,2928,342,3.12
8982,2928,798,1.72
8983,2928,3671,2.8
8984,2932,182,1.72
8985,2932,637,1.16
8986,2932,1059,1.72
8987,2932,1523,2.12
8988,2932,3175,2.96
8989,2934,3643,1.16
8990,2936,73,3.12
8991,2936,308,3.12
8992,2936,1236,3.12
8993,2936,1602,2.545460991
8994,2937,2077,3.12
8995,2938,2340,0.96
8996,2938,2554,1.12
8997,2939,768,3.12
8998,2939,3377,3.12
8999,2940,2474,3.12
9000,2945,2446,1.16
9001,2945,2509,4.456256
9002,2947,3168,0.96
9003,2948,280,0.32
9004,2948,1869,0.32
9005,2949,862,1.72
9006,2949,1310,3.12
9007,2950,56,0.32
9008,2950,3431,0.32
9009,2950,3721,0.56
9010,2951,565,3.12
9011,2951,1267,3.12
9012,2951,1601,3.12
9013,2951,1777,3.12
9014,2952,923,2
9015,2953,494,2.56
9016,2953,3414,3.7696
9017,2953,3728,3.12
9018,2953,3734,2.4
9019,2954,405,1.72
9020,2954,1446,1.72
9021,2954,2594,0.72
9022,2955,354,3.12
9023,2955,2472,2.56
9024,2955,2491,2.12
9025,2955,3261,2.12
9026,2956,542,1.8
9027,2957,2574,3.12
9028,2957,3900,3.12
9029,2958,1161,2.12
9030,2958,1552,0.32
9031,2958,1568,1.56
9032,2958,2072,1.72
9033,2958,3421,3.184
9034,2958,3592,0.72
9035,2958,3715,3.12
9036,2958,4193,1.96
9037,2958,4317,2.56
9038,2959,1770,1.72
9039,2959,2312,1.72
9040,2959,2569,0.32
9041,2960,73,3.12
9042,2960,308,3.12
9043,2960,439,2.56
9044,2960,617,2.56
9045,2960,636,3.12
9046,2960,1293,3.12
9047,2960,1357,1.16
9048,2960,1379,2.12
9049,2960,1602,3.12
9050,2960,2936,3.12
9051,2960,3290,3.12
9052,2960,3449,3.12
9053,2960,3971,2.56
9054,2961,1192,2.12
9055,2961,1991,1.56
9056,2961,2208,1.72
9057,2961,3143,2.8336
9058,2961,3844,0.72
9059,2961,4196,2.56
9060,2962,2576,6.456922951
9061,2962,3137,0.8945664
9062,2962,3198,1.0902528
9063,2962,3247,6.456922951
9064,2962,3817,0.8945664
9065,2963,1776,1.16
9066,2963,1780,2.12
9067,2963,2262,2.12
9068,2963,2329,2.12
9069,2963,2623,1.72
9070,2963,3080,0.72
9071,2963,3859,1.16
9072,2963,4238,1.4
9073,2964,30,3.12
9074,2964,37,2.4
9075,2964,198,2.56
9076,2964,211,2.4
9077,2964,268,2.96
9078,2964,2399,1.16
9079,2964,2719,3.12
9080,2964,3175,0.1152
9081,2964,4070,2.12
9082,2965,589,0.32
9083,2965,1327,1.32
9084,2966,3669,18.47791596
9085,2967,364,1.8
9086,2967,511,2.96
9087,2967,515,2.4
9088,2967,605,2.96
9089,2967,982,2.96
9090,2967,2229,1.16
9091,2967,2409,1.96
9092,2967,3011,2.96
9093,2967,3913,2.96
9094,2968,977,3.12
9095,2968,3498,2.56
9096,2968,3777,3.12
9097,2968,4166,2.96
9098,2969,509,0.56
9099,2969,581,1.72
9100,2969,2077,1.56
9101,2969,2511,0.96
9102,2969,3419,0.96
9103,2969,3495,0.96
9104,2970,1086,3.12
9105,2971,900,1.72
9106,2971,1006,3.12
9107,2971,2770,3.12
9108,2971,4100,3.12
9109,2972,1843,1.16
9110,2972,1977,2.16
9111,2972,2810,2.56
9112,2972,3019,2.4
9113,2974,1988,1.96
9114,2974,2208,3.12
9115,2974,2329,3.12
9116,2974,2405,1.72
9117,2974,2989,2.12
9118,2975,2726,1.12
9119,2976,2539,2.4
9120,2976,3011,2.12
9121,2977,454,0.239616
9122,2977,2233,1.16
9123,2977,2533,0.32
9124,2977,3422,3.12
9125,2978,3288,0.32
9126,2979,2130,0.8
9127,2979,2881,2.8
9128,2981,1695,2.5232
9129,2982,519,2.12
9130,2982,2048,3.12
9131,2982,3026,1.48581396
9132,2982,3291,2.6832
9133,2983,4036,0.0512
9134,2984,1432,2
9135,2985,2783,0.72
9136,2985,3744,1.56
9137,2985,4242,3.4336
9138,2986,2688,2.4
9139,2986,3149,2
9140,2987,537,1.72
9141,2987,2807,2.56
9142,2990,52,3.12
9143,2990,209,1.96
9144,2990,342,2.96
9145,2990,431,3.12
9146,2990,459,2.96
9147,2990,489,3.12
9148,2990,1923,1.56
9149,2990,2031,3.12
9150,2990,3547,2.12
9151,2991,833,3.12
9152,2991,1137,3.12
9153,2992,1188,2.12
